page,date,title,body,source
5,2022-05-25,"Gold Price Forecast: XAU/USD consolidates above $1,860, FOMC minutes and US durable Goods eyed","Gold price (XAU/USD) is juggling in a nominal range of $1,860.42-1,869.75 in the Asian session as investors are awaiting the release of the Federal Open Market Committee (FOMC) minutes in the New-York session. The precious metal has displayed a firmer rally from its recent low of $1,786.78, recorded on May 16. A five-day winning streak by the gold prices is advocating the continuation of a bullish momentum which could continue if the asset oversteps Tuesday’s high at $1,869.75.A significant rise in gold prices is backed by vulnerable performance displayed by the US dollar index (DXY). The DXY has tumbled sharply below 102.00 after printing a 19-year high of 105.00 on May 13. Considering the positive market mood and DXY’s price action, further weakness in the asset cannot be ruled out. In spite of that, investors' focus will remain on the release of the FOMC minutes.Facts that hold significant importance in the FOMC minutes are the number of voters behind the advocacy of the 50 basis points (bps) interest rate hike and economic indicators that may describe the US economic condition in a much more explanatory manner. Apart from the FOMC minutes, the US Durable Goods data hold significant importance. The US Census Bureau is expected to report the monthly Durable Goods Orders at 0.6% against the prior print of 1.1%.On an hourly scale, XAU/USD is auctioning in a Rising Channel that advocates gold bulls. The upper boundary of the Rising Channel is placed from May 17 high at $1,835.97 while the lower boundary is plotted from May 16 low at $1,786.78. A golden cross, represented by the 50- and 200-period Exponential Moving Averages (EMAs) has set a bullish bias for the gold prices. The Relative Strength Index (RSI) (14) has shifted into a bullish range of 60.00-80.00, which adds to the upside filters.    ",fxstreet
5,2022-05-25,When is the RBNZ and how it could affect NZD/USD?,"Early Wednesday at 01:00 GMT market sees the key monetary policy decision by the Reserve Bank of New Zealand (RBNZ) amid hopes of another hawkish play by the New Zealand central bank.Despite the recently mixed data at home, not to forget China’s growth concerns, the RBNZ policymakers are likely bracing for a fourth rate hike, worth 50 basis points (bps) to 2.0%.Although such a rate-hike is already priced-in, recent geopolitical tensions surrounding North Korea and Russia join some optimists calling for consecutive 50 basis points (bps) of a rate-lifts in the future to make today’s RBNZ Interest Rate Decision interesting for the NZD/USD traders.Also in the publishing line are the economic projections and Governor Adrian Orr’s speech to watch.Ahead of the event, Australia and New Zealand Banking Group (ANZ) said,A 50bp hike to 2% is widely expected, as the RBNZ seeks to get the OCR back to a more neutral level as soon as they can (their estimate at the February MPS was that neutral is around about 2%). Interest rate decisions will likely become more difficult over the second half of the year, especially as evidence of cooling demand starts to mount. As such, we anticipate they will return to more normal 25bp hikes as they assess how previous interest rate hikes are transmitting through the economy.On the same line, analysts at Westpac said,Westpac expects the RBNZ to hike the Official Cash Rate by another 50 basis points to 2.0% with a clear signal of further tightening to come. Its OCR forecast will be of particular interest.Considering the market consensus, FXStreet’s Dhwani Mehta said,The currency pair could witness a ‘sell the fact’ trading on an expected 50 bps hike with dovish forward guidance, as the RBNZ could be worried about hard-landing risks. In such a case, an extended correction towards May 20 lows of 0.6363 could be in the offing.The market’s perception at the time of the policy announcement and the US dollar price action ahead of Wednesday’s FOMC Minutes could also affect NZD/USD’s reaction. NZD/USD snaps a four-day uptrend by dropping back to mid-0.6400s ahead of the RBNZ. The Kiwi pair’s latest weakness could be linked to the US dollar’s rebound from the monthly low, as well as to the second-tier threats to the risk appetite.That said, the RBNZ rate hike worth 50 bps is already priced-in as the NZD/USD prices keep the previous week’s recovery from a two-year low. Hence, an increase in the benchmark rate worth the estimations won’t make any major difference to the Kiwi pair trader until the accompanying economic forecasts portray a rosy picture of the Pacific economy, which is less anticipated due to the recently mixed statistics.Hence, NZD/USD prices may provide a knee-jerk reaction to the RBNZ’s 50 bps rate hike but any disappointment, either via softer rate action or from the Rate Statement, will have larger repercussions.Technically, NZD/USD justifies Tuesday’s pin bar with the recent losses, suggesting further pullback towards the 21-DMA support of 0.6394. However, any further downside will make the Kiwi pair vulnerable to testing the 0.6300 threshold. Meanwhile, the monthly high surrounding 0.6570 stays on the bull’s radar ahead of the RBNZ announcements.NZD/USD Price Analysis: Bulls seeking a higher correction on weekly chartNew Zealand 10-year Treasury yields renew five-week low under 3.45% ahead of RBNZ NZD/USD can't catch a break ahead of the RBNZReserve Bank of New Zealand Preview: Will they step up their tightening game?The RBNZ interest rate decision is announced by the Reserve Bank of New Zealand. If the RBNZ is hawkish about the inflationary outlook of the economy and raises the interest rates it is positive, or bullish, for the NZD. The RBNZ rate statement contains the explanations of their decision on interest rates and commentary about the economic conditions that influenced their decision.",fxstreet
5,2022-05-25,China COVID lockdowns keep markets on edge,"Beijing has continued its quarantine to end its month-old COVID outbreak, while in Shanghai, authorities plan to keep most restrictions in place this month, before a more complete lifting of the two-month-old lockdown from June 1.Beijing has continued to report Covid-19 cases in its now monthlong outbreak, as the nearby port city of Tianjin locked down a district at the center of the city amid a simmering flareup, as Bloomberg reports. ''The capital reported 47 new Covid cases for Tuesday, compared with 48 on Monday. Cases spiked to 99 on Sunday, the highest of the current outbreak.''Meanwhile, Shanghai reported 343 new local asymptomatic coronavirus cases vs. previous 422, 44 symptomatic cases for May 24 (vs. 58 prior). The city reported one case outside of quarantined area.Global supply chain disruptions are a concern which have been exacerbated by not only the restrictive measures in China to control its latest COVID-19 outbreak, sending inflation to multi-decade highs, but Russia's war with Ukraine as well.  ",fxstreet
5,2022-05-25,EUR/USD Price Analysis: Pullback from monthly top remains elusive above 1.0710,"EUR/USD refreshes intraday low around 1.0720, consolidating weekly gains near the monthly peak. In doing so, the major currency pair prints weakness below the 50-DMA hurdle, as well as suggests further downside towards the 11-week-old resistance-turned-support line.It’s worth noting, however, that a firmer RSI (14) and a clear upside break of the previous resistance line, around 1.0710, keep the pair buyers hopeful.Even if the quote drops below 1.0710, the early month’s peak of 1.0641 and an upward sloping support line from May 13, close to 1.0570, will precede the 21-DMA level of 1.0547 to challenge the EUR/USD bears.Alternatively, the 50-DMA level of 1.0765 challenges the short-term upside of the EUR/USD pair ahead of a downward sloping trend line from February, near 1.0840.Should the quote rise past 1.0840, the late April swing high of 1.0936 and the 1.1000 psychological magnet will lure the EUR/USD bulls.Trend: Bullish  ",fxstreet
5,2022-05-25,RBA Ellis rehashes the board minutes and says there will be more rate rises from here,"RBA assistant governor for economics Luci Ellis on Wednesday has addressed the Urban Development Institute of Australia 2022 national conference in Sydney on ""Housing in the Endemic Phase"".The comments have been listed by central bank observers for any clues to the likely speed of interest rate hikes in coming months. Besides insights to the housing sector, on monetary policy, Ellis argued that there will be more rate rises from here but cannot say where the peak will be from here. Despite the prospects of further rate increases, the Aussie has remained in the early Asians session sell-off as the US dollar picks up a bid, retracing back to test the vicinity of the early New York session highs as per the DXY index. Meanwhile, the RBA raised the cash rate to 0.35 per cent from a record low 0.1 per cent this month, the first increase in over a decade, in the face of a spike in inflation to 5.1 per cent.The comments today from Ellis are a rehash of the minutes of that board meeting that agreed that further increases in interest rates would likely be required to ensure inflation returns to the two to three per cent target over time.At this stage, the market has priced in a further interest rate rise of between 25 basis points and 50 basis points at its June 7 board meeting, and a rate of over 1.5 per cent by early next year. ",fxstreet
5,2022-05-25,"AUD/USD slips beneath 0.7100 despite RBA’s Ellis signals more rate hikes, focus on Fed Minutes","AUD/USD retreats to 0.7100 as RBA’s Ellis raises housing market concerns during Wednesday’s Asian session. In doing so, the Aussie pair also takes clues from the recent geopolitical tensions surrounding North Korea and the US, as well as the cautious mood ahead of the latest Federal Open Market Committee (FOMC) Minutes.RBA Assistant Governor (Economic) Luci Ellis said, ""There will be more rate rises from here."" The policymaker also mentioned that the housing industry is at capacity as supply lines snarl, per Reuters. The policymaker also said, “Australia's housing industry has a strong pipeline of new work but faces global supply disruptions and rising material costs which are delaying completions and squeezing margins”. Elsewhere, North Korea’s firing of three missiles and Japan’s dislike for the same join the market’s anxiety ahead of the today’s Fed Minutes seem to also weigh on the market’s optimism and probe the AUD/USD pair.It’s worth noting that a pause in the US Treasury yields’ fall around the monthly low near 2.70% also seems to probe the AUD/USD buyers.On Tuesday, downbeat prints of the US housing data and repeated Fedspeak, in contrast to the hawkish comments from the ECB, exerted downside pressure on the US Dollar. However, the Australian Dollar also couldn’t cheer the greenback’s weakness as May’s PMIs from the Pacific major also came in downbeat.Amid these plays, the S&P 500 Futures rise half a percent after mixed closing on the Wall Street whereas the US 10-year Treasury yields dropped the most in a week to refresh a one-month low of around 2.717%.Moving, Australia’s Q1 2022 Construction Work Done, expected 1.0% versus the prior 0.4%, may entertain AUD/USD traders but major attention will be given to the US Durable Goods Orders for April and FOMC minutes.Read: FOMC May Minutes Preview: Will the Fed have to sell MBS?Unless staying beyond the 0.7035-40 support confluence, including the 21-DMA and previous resistance line from April 05, AUD/USD prices remain directed towards the monthly high of 0.7267.  ",fxstreet
5,2022-05-25,"US Dollar Index auctions below 102.00 ahead of FOMC minutes, risk-on impulse active","The US dollar index (DXY) is looking to extend its losses after violating Tuesday’s low at 101.65 as the soaring market mood has diminished the appeal of the safe-haven assets. The DXY is scaling sharply lower from the past eight trading sessions after failing to hold the 19-year high at 105.00. The weakness in the DXY is backed by the expectations of recession in the US amid an aggressive rate hike cycle.The market participants are expecting that the Federal Reserve (Fed) has pulled the trigger of recession in the US while containing the inflation mess. The program of liquidity absorption from the market may force the corporate to stick to ultra-filtered investment avenues as the unavailability of dirt-cheap money will result in a restricted investment portfolio.FOMC MinutesThe show-stopper event on Wednesday will be the release of the Federal Open Market Committee (FOMC) minutes. It will be worth watching the strategic decision-making of Fed policymakers behind the adaptation of the hawkish tone by Fed chair Jerome Powell. Also, the FOMC minutes will provide a clear picture of the economic condition of the US.Key events this week: Durable Goods Orders, Initial Jobless Claims, Gross Domestic Product (GDP), Core Personal Consumption Expenditure (PCE), and Michigan Consumer Sentiment Index (CSI).Major Events this week:  FOMC minutes, European Central Bank (ECB)’s Christine Lagarde speech, Reserve Bank of New Zealand (RBNZ) interest rate decision.  ",fxstreet
5,2022-05-25,NZD/USD Price Analysis: Bulls seeking a higher correction on weekly chart,"As per the prior analysis, NZD/USD Price Analysis: Bears break the neckline of H1 head and shoulders, 0.6420 eyed, the bears broke out of the H&S and moved in on the 0.6420s. The price has since reverted back to the upside to test daily resistance again ahead of the Reserve Bank of New Zealand. The following analysis illustrates the recent price trajectory and how the schematics have played out across a number of time frames for a clear picture of the market's structures heading into the meeting. There is something for both the bulls and bears across the multi-time frame analysis.   From a weekly perspective, there is room for a higher correction into the prior weekly swing lows that have a confluence with the 38.2% Fibonacci retracement level near 0.6530.Heading into the RBNZ, however, the daily chart is worth taking into account:There are prospects of a deeper correction to test the prior resistance at a 38.2% Fibo of 0.6416. The move would also be filling in the wick of the prior day's trade, which is a typical occurrence in clearing up some unfinished business on the 4-hour chart by the bears. The M-formation's neckline has offered resistance and the bears are taking over with the old resistance eyed to the aforementioned 0.6416  area. ",fxstreet
5,2022-05-24,"GBP/USD eyes to recapture 1.2600 on positive market mood, FOMC eyed","The GBP/USD pair has rebounded gradually from a low of 1.2475 as positive market sentiment has underpinned the risk-sensitive currencies. The cable witnessed a steep fall on Tuesday after failing to overstep the round level resistance of 1.2600. The asset was offered on Tuesday amid poor S&P Global Purchase Managers Index (PMI) numbers. A severe underperformance was displayed on the economic data front by the UK as the Services PMI landed at 51.8 vs. 57.3 as expected while the Manufacturing PMI was recorded lower at 54.6 vs. 55.1 forecasts.Meanwhile, the US dollar index (DXY) is oscillating in a minor range of 101.74-101.79 in early Tokyo after a two-day losing streak. The asset has displayed a bearish reversal after establishing below the crucial support of 102.35. Failing to sustain at 19-year high levels of 105.00, the asset has surrendered more than 3% gains in the past eight trading sessions. The IHS Markit reported an at par performance by the US on the PMI data front. The Manufacturing PMI landed at 57.5, in line with the forecasts while the Services PMI remained lower at 53.5.Now, investors are focusing on the release of the Federal Open Market Committee (FOMC) minutes, which will dictate the strategic development behind the announcement of the 50 basis points (bps) interest rate decision by the Federal Reserve (Fed).  ",fxstreet
5,2022-05-24,Silver Price Analysis: XAG/USD bulls eye monthly hurdle above $22.00 on crossing 21-DMA,"Silver (XAG/USD) pierces the 21-DMA while extending the previous day’s run-up to a fortnight high during Wednesday’s Asian session. That said, the bright metal rises to $22.15 at the latest.Not only a break of the short-term key moving average but bullish MACD signals also underpin the upside bias for the commodity prices.That said, a descending trend line from April 29, around $22.40, appears immediate key resistance for the quote to cross.Following that, a run-up towards the $23.00 threshold and late April swing high close to $23.60 can’t be ruled out.However, an area comprising the 50-DMA and the 100-DMA around $23.70-80, appears a tough nut to crack for the XAG/USD bulls afterward.On the contrary, pullback moves may have to defy the DMA breakout, around $22.00 by the press time, to direct silver prices towards a two-week-long horizontal rea near $21.20-10.In a case where the metal remains weak past $21.10, also conquers the $21.00 threshold, it can plummet to the $20.00 psychological magnet.Trend: Further upside expected  ",fxstreet
6,2022-05-24,New Zealand 10-year Treasury yields renew five-week low under 3.45% ahead of RBNZ,"New Zealand (NZ) markets remain cautious ahead of the key Reserve Bank of New Zealand (RBNZ) Interest Rate Decision, up for publishing at 02:00 AM GMT on Wednesday.While portraying the mood, the benchmark 10-year Treasury yields drop to the lowest level since April 18, down 0.30% around 3.443% at the latest. On the same line is New Zealand’s key equity index NZX 50 which extends the previous day’s losses, down 0.11% intraday by the press time.The reason for the latest pessimism in the market, despite the widely anticipated rate hike of 50 basis points (bps) to the Official Cash Rate (OCR) of 1.5%, could be linked to the recently downbeat NZ Q1 2022 Retail Sales.It’s worth noting that the mostly priced-in rate hike gives rise to a view that any disappointment, either via softer rate action or from the Rate Statement, will have larger repercussions.Read: Reserve Bank of New Zealand Preview: Will they step up their tightening game?",fxstreet
6,2022-05-24,USD/CAD Price Analysis: Keeps bounce off 1.2770 key support,"USD/CAD defends the bounce off the 1.2770 key support, taking rounds to 1.2815-20 during Wednesday’s Asian session. In doing so, the Loonie pair seesaws between the 100-SMA and 200-SMA amid steady RSI conditions.Hence, the quote is likely to remain sidelined until either breaking the 100-SMA level of 1.2880 or the 1.2770 support confluence including the 200-SMA, together with the one-month-old ascending trend line and 50% Fibonacci retracement of April 21 to May 12 upside.Even if the USD/CAD prices manage to cross the 110-pip trading range, a three-week-old horizontal area and 61.8% Fibo. will challenge the momentum around 1.2920 and 1.2685 in that order.It’s worth noting that the quote’s moves past the aforementioned range are likely to create havoc.That said, the nearly two-week-long consolidation of gains and the recent US dollar weakness suggest short-term favor to the bears. However, a clear downside break of the 1.2685 support seems less likely.On the contrary, an upside break of the 1.2920 hurdle won’t hesitate to renew the monthly peak, around 1.3080 by the press time.Trend: Sideways  ",fxstreet
6,2022-05-24,"USD/JPY Price Analysis: H&S breakdown cheers yen bulls, 125.00 eyed","The USD/JPY pair is attempting a pullback towards the round-level resistance of 127.00 after a vertical downside move to a low of 126.48 on Tuesday. The pair witnessed a steep fall on Tuesday after slipping below a two-day low of 127.09. An imbalance move from the previous auction area of 127.09-128.32 has dampened the demand for the greenback.A breakdown of the Head and Shoulder chart pattern on an hourly scale is underpinning the Japanese yen against the greenback. The breakdown of an H&S pattern denotes a prolonged inventory distribution from institutional investors to retain participants. A decisive slippage below the round level support of 127.00 has marked the trigger of the H&S breakdown.The death cross, represented by the 50- and 200-period Exponential Moving Averages (EMAs) at 130.00 is signaling a confirmed bearish bias in the counter.Meanwhile, a range shift has been displayed by the Relative Strength Index (RSI) (14) from 40.00-60.00 to the bearish range of 20.00-40.00 which advocates more downside.Investors should attempt shorts after a pullback towards the 50-EMA at 127.38 for a downside move to Tuesday’s Low at 126.48, followed by the round-level support at 125.00.Alternatively, the greenback bulls could regain strength if the asset oversteps Thursday’s high at 128.95, which will drive the asset towards May 17 high at 129.78. A breach of the latter will expose the asset to recapture its multi-year high at 131.28.    ",fxstreet
6,2022-05-24,"US, Japan flash mixed signals on North Korea missile launches","Early Wednesday morning in Asia, Reuters conveyed three ballistic missile launches from North Korea after US President Joe Biden left the region following a trip in which he agreed to boost measures to deter the nuclear-armed state. “South Korea's Joint Chiefs of Staff said the three ballistic missile launches were fired in the space of less than an hour from the Sunan area of the North's capital Pyongyang,” the news adds.The North Korean act was in direct violation of the US and South Korea's warning to the hermit kingdom as the news mentioned, “US and South Korean officials had warned that North Korea appeared ready for a weapons test, possibly during Biden's visit.”However, US Military said, per Reuters, “We aware of multiple North Korean missile launches, but they are not a direct threat to US soldiers, territory, or allies.”On the contrary, Japan's Defense Minister Nobuo Kishi stated that North Korean missile launches are unacceptable.Although the geopolitical threats from North Korea are less important for now, considering the Russia-Ukraine crisis and growth fears, S&P 500 Futures paused the day-start advance around 3,960, up 0.40% intraday, following the news.",fxstreet
6,2022-05-24,USD/CHF Price Analysis: Buyers to step in around 0.9550 after falling from YTD highs,"The USD/CHF continues its free-fall, courtesy of a softer greenback amidst investors’ negative mood, which caused global equities to fall and the buck to lose the 102.000 mark. At the time of writing, the USD/CHF is trading at 0.9605, recording minimal gains of 0.13% as the Asian session begins.On Tuesday, the market sentiment remained sour throughout the day. US equities finished with losses, except for the Dow Jones. The US Dollar Index, a gauge of the greenback’s value vs. a basket of peers, edged lower, recording a fresh four-week low at around 101.768, down so far in the week almost 1.30%.Tuesday’s session left the USD/CHF trading above the 50-day moving average (DMA) at 0.9558. It’s worth noting that the confluence of Bollinger’s band lower band with the previously-mentioned moving average is a zone that could find some buyers stepping in as the greenback remains in an uptrend. Nevertheless, the two-week pullback weighed on the USD/CHF, which has fallen almost 500 pips from the YTD high at the parity; however, the RSI, albeit in bearish territory, begins to aim higher, meaning the major might consolidate before resuming upwards/downwards.Upwards, the USD/CHF first resistance would be the 0.9700 mark. If USD/CHF bulls reclaim the aforementioned, a re-test of the 20-DMA at 0.9823 is on the cards, but firstly, a break above the 0.9800 mark is needed before extending the pair’s rally.On the flip side, the USD/CHF first support would be 0.9600. Break below would expose the confluence of the 50-DMA and Bollinger’s band lower band around 0.9558. Once cleared, the next demand zone would be March 16, 0.9533 daily high.  ",fxstreet
6,2022-05-24,"AUD/NZD edges higher past 1.1000 on mixed clues, RBNZ Interest Rate Decision eyed","AUD/NZD renews intraday high around 1.01015 as it battles the key hurdle after bouncing off a fortnight low the previous day. That said, the cross-currency pair cheers mildly optimistic market sentiment ahead of the Reserve Bank of New Zealand (RBNZ) Interest Rate Decision.Global markets began the week on firmer footing before portraying a risk-off day on Tuesday, recently picking pace again, as traders seek confirmations of mixed signals from the major central banks amid inflation growth fears. Even so, softer yields and the US dollar seem to underpin the run-up in Antipodeans. It’s worth noting that the New Zealand Dollar (NZD) seems to have been weighed down of late, despite hawkish expectations from today’s RBNZ, as the widely anticipated 50 bps rate hike is likely already priced-in.Also weighing on the AUD/NZD prices could be the recent comments from China suggesting more stimulus and efforts tame covid as the nation struggles to justify growth potential.  Additionally, a more disappointing outcome of the New Zealand Q1 Retail Sales, -0.5% QoQ versus 8.3% prior, compared to the slightly softer Aussie PMIs also weighs on the quote.Against this backdrop, the S&P 500 Futures rise half a percent after mixed closing on the Wall Street whereas the US 10-year Treasury yields dropped the most in a week to refresh a one-month low of around 2.717%.Looking forward, comments from RBA Assistant Governor (Economic) Luci Ellis could offer intermediate clues to the AUD/NZD traders ahead of the key RBNZ.Read: Reserve Bank of New Zealand Preview: Will they step up their tightening game?AUD/NZD bounces off a 10-week-old ascending trend line, around 1.0985, to challenge the weekly resistance line and the 21-DMA near 1.1015.  ",fxstreet
6,2022-05-24,"EUR/USD clings to monthly top above 1.0700 ahead of ECB’s Lagarde, FOMC Minutes","EUR/USD dribbles around a one-month high, after rising for the last two consecutive days to Wednesday’s Asian morning, as the US dollar selling pauses ahead of the key catalyst, as well as amid a risk-off mood. That said, the major currency pair seesaws around 1.0730-35 by the press time.Fears of slowing housing growth and hawkish comments from the European Central Bank (ECB) officials could be termed as the key factors that recently propelled the EUR/USD prices. On the same line were the repetitive Fedspeak and an absence of impressive data from elsewhere. It’s worth noting that the risk-aversion couldn’t lift the US dollar on downbeat Treasury yields ahead of today’s Minutes of the latest Federal Open Market Committee (FOMC).US New Home Sales for April marked the biggest monthly fall in nine years with 16.6% MoM figures and sparked concerns over the growth of the world’s largest economy, especially at the time when inflation fears are mounting. The same weighed down the US Treasury yields and the US Dollar Index (DXY) as Fed policymakers keep repeating the 50 bps rate hike concerns. It’s worth noting that the US preliminary activity numbers for May also came in softer and exerted additional downside pressure on the greenback.That said, the US 10-year Treasury yields dropped the most in a week to refresh a one-month low around 2.717% while the DXY extended the week-start fall towards late April bottom near 101.70. Elsewhere, the Wall Street benchmarks closed mixed, after an initially downbeat performance.Not only the USD weakness but the economic optimism among the European policymakers and upbeat data from Germany also weighed on the EUR/USD prices. On Tuesday, the European Central Bank (ECB) President Christine Lagarde joined Vice President of the European Commission Valdis Dombrovskis to portray the economic resilience of the bloc. Further, German PMI was firmer for May while the Eurozone numbers were softer-than-expected. It should be noted that some of the ECB policymakers have recently spread direct comments on the 50 bps rate hike in July and offered notable strength to the Euro.That said, the EUR/USD traders may pay attention to the qualitative catalysts ahead of the European morning and hence a risk-off mood may consolidate some of the pair’s latest gains. However, German GfK sentiment figures, GDP data and a speech from ECB President Lagarde will be crucial to watch afterward. Following that, the US Durable Goods Orders for April and FOMC minutes will be important. Should the US data keep coming softer, the EUR/USD pair will justify the technical breakout to please buyers.Read: FOMC May Minutes Preview: Will the Fed have to sell MBS?A daily closing beyond the previous support line from early March, around 1.0710, directs EUR/USD prices towards the 50-SMA hurdle surrounding 1.0765 ahead of challenging a downward sloping resistance line from February, near 1.0845.  ",fxstreet
6,2022-05-24,AUD/USD stabilizes above 0.7100 ahead of FOMC minutes,"The AUD/USD pair has surpassed 0.7110 as investors are awaiting the release of the Federal Open Market Committee (FOMC) minutes on Wednesday. The pair struggled to surpass 0.7120 on Tuesday and is attempting to elevate itself above the fortnight high at 0.7127.The asset prices on Tuesday were mostly dictated by the global Purchase Manager Index (PMI) numbers. The antipodean reported the Manufacturing PMI at 55.3, significantly lower than the estimates of 57.8 and the prior print of 58.8 while Services PMI landed at 53, higher than the forecasts of 52.2 but lower than the prior release of 53.5.While the US Manufacturing PMI remained in line with the estimates of 57.5 and Service PMI tumbled to 53.5 against the expectation of 55.2.Going forward, the market participants will focus on the release of the FOMC minutes. The FOMC minutes will dictate the ideology of Federal Reserve (Fed) policymakers behind the announcement of 50 basis points (bps) interest rate hike. Also, the guidance on the upcoming monetary policy meetings will be meaningful to watch.Apart from the FOMC minutes, the US Durable Goods data hold significant importance. The US Census Bureau is expected to report the monthly Durable Goods Orders at 0.6% against the prior print of 1.1%. Also, the core Durable Goods Orders that exclude defense goods are expected to land at 0% vs. 1.4% reported earlier.    ",fxstreet
6,2022-05-24,"GBP/JPY Price Analysis: Plummets from weekly highs, eyeing the 100-DMA at 158.23","Risk-aversion is back for the second consecutive trading day in the week and weighs on the GBP/JPY, which plummets 200 pips as the North American session winds down. At the time of writing, the GBP/JPY is trading at 159.03.Sentiment remains sour due to US Federal Reserve tightening monetary conditions as the central bank scrambles to bring inflation down. US S&P Global PMIs showed mixed readings, but investors’ concerns about a difficult US economic scenario cloud the outlook. Meanwhile, market players sought safe-haven protection and sold off assets that had the risk word attached to them.On Tuesday, the GBP/JPY opened near the daily highs at 160.98 and tumbled shy of a solid supply zone around 160.01-41. Initially, the cross stabilized around the 160.30-60 area. However, once it broke below an upslope trendline near 160.50, it exerted further downward pressure until it broke below 160.02, accelerating the downtrend and reaching a fresh weekly low at 157.99.Once Tuesday’s trading session is in the rearview mirror, the GBP/JPY shifted neutral-downward biased, as shown by the daily chart. Despite the long-term daily moving averages (DMAs) residing below the exchange rate, price action in the 1-hour chart depicts a successive series of lower highs (LH) and lower lows (LL). Hence, a downward move towards the previously tested 157.99 weekly low is on the cards.That said, the GBP/JPY first support would be May 19 swing low at 158.75. Break below would expose the May 24 daily low at 157.99, followed by the May 16 swing low at 157.42.  ",fxstreet
6,2022-05-24,"Gold Price Forecast: XAU/USD bulls stay on top, but bears lurking at daily resistance","The gold price has been moving higher on Tuesday as the US dollar gave way to the bears yet again, sliding to a one-month low following hawkish rhetoric from the European Central Bank President Christine Lagarde. The governor said the eurozone interest rates will likely be in positive territory by the end of the third quarter. Consequently, the markets moved out of the greenback and spread the demand across its rivals.Against a basket of other major currencies (DXY), the dollar was down 0.362% at 101.646, its lowest since April 25. The greenback also weakened further after data showed US business activity slowed moderately in May. S&P Global said its flash US Composite PMI Output Index, which tracks the manufacturing and services sectors, showed the pace of growth was the slowest in four months. US New-Home Sales also slowed to a 591,000 annual rate in April from a downwardly revised 709,000 rate in March, below the 749,000-rate expected.Additionally, negativity returned to risk markets and major equity market indexes ended mixed Tuesday as Snap (SNAP) said it expects second-quarter revenue to miss its own guidance. The Dow Jones Industrial Average managed to end 0.2% higher at 31,928.62. The S&P 500 declined 0.8% to 3,941.48 while the tech-heavy Nasdaq Composite fell by 2.4% to 11,264.45. Investors moved into bonds instead and this sent the US 10-year yield lower by 10.1 basis points to 2.76% after reaching its lowest intraday level since mid-April earlier in the session.''Gold traders are increasingly questioning the Fed's willingness to hike into a recession, as growing economic concern is breathing life into the gold market. Upside flow from CTAs along with renewed growth in ETFs have supported the recovery,'' analysts at TD Securities argued.''In turn, the improving momentum has seen the nearest trigger within trend-following models flip toward further upside should prices break north of $1900/oz, rather than a whipsaw lower. Nonetheless, the recovery in the yellow metal is still on shaky ground as Fed Chair Powell signalled a willingness to sacrifice some economic growth in an effort to tame inflation, suggesting the Fed is comfortable with more pain before taking the foot off the break, which should ultimately still weigh on precious metals.''Gold is trapped between daily support and resistance still but is making headway.  However, the W-formation is a reversion pattern that could leave the price trapped in the sideways channel for the days ahead. If, however, there is a break one way or the other, of the current support and resistance, then the price imbalances to $1,883 on the upside and $1,780 to the downside could be mitigated. ",fxstreet
6,2022-05-24,"WTI balances below $110.00 on quiet global PMI performance, demand worries renew","West Texas Intermediate, futures on NYMEX, is oscillating in a narrow range of $109.00-109.72 in the Asian session after an unexpected jump in oil inventories reported by the American Petroleum Institute (API). The weekly oil stockpiles rose to 0.567 million barrels against the previous figure of -2.445 million barrels.A general underperformance reported in the global Purchase Managers Index (PMI) economic data by various nations has raised concerns over the demand of oil on a broad basis. The US Manufacturing PMI remained similar to consensus at 57.5 but lower than the previous release. Europe’s Manufacturing PMI landed lower at 54.4 than estimates and prior print. Also, the UK’s Manufacturing PMI remained lower at 54.6 than forecasts and former figures. Therefore, a general underperformance in the economic activities by developed nations has showcased a plunge in the aggregate demand and henceforth the demand for fossil fuels.Going forward, oil bulls may get a sigh of relief as Shanghai is reopening after two-month severe lockdown restrictions to contain the spread of Covid-19. It is worth noting that China is the leading importer of oil and the reopening of Shanghai may spurt the oil demand going forward. Apart from that, the upcoming US summer season is expected to increase the demand of fossil fuels.Meanwhile, Europe has not reached any meaningful decision regarding the embargo on Russian oil imports as Hungary is continuously opposing the sudden Russian oil ban to safeguard itself against the prompt supply shock.  ",fxstreet
