,source,page,date,title,body,tokenized,action,pair,duration
145,fxstreet,5,2022-05-25,When is the RBNZ and how it could affect NZD/USD?,early wednesday at 0100 gmt market sees the key monetary policy decision by the reserve bank of new zealand rbnz amid hopes of another hawkish play by the new zealand central bank.despite the recently mixed data at home not to forget china’s growth concerns the rbnz policymakers are likely bracing for a fourth rate hike worth 50 basis points bps to 2.0.although such a rate-hike is already priced-in recent geopolitical tensions surrounding north korea and russia join some optimists calling for consecutive 50 basis points bps of a rate-lifts in the future to make today’s rbnz interest rate decision interesting for the nzd/usd traders.also in the publishing line are the economic projections and governor adrian orr’s speech to watch.ahead of the event australia and new zealand banking group anz saida 50bp hike to 2 is widely expected as the rbnz seeks to get the ocr back to a more neutral level as soon as they can their estimate at the february mps was that neutral is around about 2. interest rate decisions will likely become more difficult over the second half of the year especially as evidence of cooling demand starts to mount. as such we anticipate they will return to more normal 25bp hikes as they assess how previous interest rate hikes are transmitting through the economy.on the same line analysts at westpac saidwestpac expects the rbnz to hike the official cash rate by another 50 basis points to 2.0 with a clear signal of further tightening to come. its ocr forecast will be of particular interest.considering the market consensus fxstreet’s dhwani mehta saidthe currency pair could witness a ‘sell the fact’ trading on an expected 50 bps hike with dovish forward guidance as the rbnz could be worried about hard-landing risks. in such a case an extended correction towards may 20 lows of 0.6363 could be in the offing.the market’s perception at the time of the policy announcement and the us dollar price action ahead of wednesday’s fomc minutes could also affect nzd/usd’s reaction. nzd/usd snaps a four-day uptrend by dropping back to mid-0.6400s ahead of the rbnz. the kiwi pair’s latest weakness could be linked to the us dollar’s rebound from the monthly low as well as to the second-tier threats to the risk appetite.that said the rbnz rate hike worth 50 bps is already priced-in as the nzd/usd prices keep the previous week’s recovery from a two-year low. hence an increase in the benchmark rate worth the estimations won’t make any major difference to the kiwi pair trader until the accompanying economic forecasts portray a rosy picture of the pacific economy which is less anticipated due to the recently mixed statistics.hence nzd/usd prices may provide a knee-jerk reaction to the rbnz’s 50 bps rate hike but any disappointment either via softer rate action or from the rate statement will have larger repercussions.technically nzd/usd justifies tuesday’s pin bar with the recent losses suggesting further pullback towards the 21-dma support of 0.6394. however any further downside will make the kiwi pair vulnerable to testing the 0.6300 threshold. meanwhile the monthly high surrounding 0.6570 stays on the bull’s radar ahead of the rbnz announcements.nzd/usd price analysis bulls seeking a higher correction on weekly chartnew zealand 10-year treasury yields renew five-week low under 3.45 ahead of rbnz nzd/usd can't catch a break ahead of the rbnzreserve bank of new zealand preview will they step up their tightening game?the rbnz interest rate decision is announced by the reserve bank of new zealand. if the rbnz is hawkish about the inflationary outlook of the economy and raises the interest rates it is positive or bullish for the nzd. the rbnz rate statement contains the explanations of their decision on interest rates and commentary about the economic conditions that influenced their decision.,"['rbnz', 'could', 'affect', 'nzd/usd', '?']",na,nzd/usd,fivemin_counter
146,fxstreet,5,2022-05-25,China COVID lockdowns keep markets on edge,beijing has continued its quarantine to end its month-old covid outbreak while in shanghai authorities plan to keep most restrictions in place this month before a more complete lifting of the two-month-old lockdown from june 1.beijing has continued to report covid-19 cases in its now monthlong outbreak as the nearby port city of tianjin locked down a district at the center of the city amid a simmering flareup as bloomberg reports. ''the capital reported 47 new covid cases for tuesday compared with 48 on monday. cases spiked to 99 on sunday the highest of the current outbreak.''meanwhile shanghai reported 343 new local asymptomatic coronavirus cases vs. previous 422 44 symptomatic cases for may 24 vs. 58 prior. the city reported one case outside of quarantined area.global supply chain disruptions are a concern which have been exacerbated by not only the restrictive measures in china to control its latest covid-19 outbreak sending inflation to multi-decade highs but russia's war with ukraine as well.  ,"['china', 'covid', 'lockdowns', 'keep', 'market', 'edge']",na,[],fivemin_counter
147,fxstreet,5,2022-05-25,EUR/USD Price Analysis Pullback from monthly top remains elusive above 1.0710,eur/usd refreshes intraday low around 1.0720 consolidating weekly gains near the monthly peak. in doing so the major currency pair prints weakness below the 50-dma hurdle as well as suggests further downside towards the 11-week-old resistance-turned-support line.it’s worth noting however that a firmer rsi 14 and a clear upside break of the previous resistance line around 1.0710 keep the pair buyers hopeful.even if the quote drops below 1.0710 the early month’s peak of 1.0641 and an upward sloping support line from may 13 close to 1.0570 will precede the 21-dma level of 1.0547 to challenge the eur/usd bears.alternatively the 50-dma level of 1.0765 challenges the short-term upside of the eur/usd pair ahead of a downward sloping trend line from february near 1.0840.should the quote rise past 1.0840 the late april swing high of 1.0936 and the 1.1000 psychological magnet will lure the eur/usd bulls.trend bullish  ,"['eur/usd', 'price', 'analysis', 'pullback', 'monthly', 'top', 'remain', 'elusive', '1.0710']",na,eur/usd,fivemin_counter
148,fxstreet,5,2022-05-25,RBA Ellis rehashes the board minutes and says there will be more rate rises from here,rba assistant governor for economics luci ellis on wednesday has addressed the urban development institute of australia 2022 national conference in sydney on housing in the endemic phase.the comments have been listed by central bank observers for any clues to the likely speed of interest rate hikes in coming months. besides insights to the housing sector on monetary policy ellis argued that there will be more rate rises from here but cannot say where the peak will be from here. despite the prospects of further rate increases the aussie has remained in the early asians session sell-off as the us dollar picks up a bid retracing back to test the vicinity of the early new york session highs as per the dxy index. meanwhile the rba raised the cash rate to 0.35 per cent from a record low 0.1 per cent this month the first increase in over a decade in the face of a spike in inflation to 5.1 per cent.the comments today from ellis are a rehash of the minutes of that board meeting that agreed that further increases in interest rates would likely be required to ensure inflation returns to the two to three per cent target over time.at this stage the market has priced in a further interest rate rise of between 25 basis points and 50 basis points at its june 7 board meeting and a rate of over 1.5 per cent by early next year. ,"['rba', 'ellis', 'rehash', 'board', 'minutes', 'say', 'rate', 'rise']",bull,[],fivemin_counter
149,fxstreet,5,2022-05-25,AUD/USD slips beneath 0.7100 despite RBA’s Ellis signals more rate hikes focus on Fed Minutes,aud/usd retreats to 0.7100 as rba’s ellis raises housing market concerns during wednesday’s asian session. in doing so the aussie pair also takes clues from the recent geopolitical tensions surrounding north korea and the us as well as the cautious mood ahead of the latest federal open market committee fomc minutes.rba assistant governor economic luci ellis said there will be more rate rises from here. the policymaker also mentioned that the housing industry is at capacity as supply lines snarl per reuters. the policymaker also said “australia's housing industry has a strong pipeline of new work but faces global supply disruptions and rising material costs which are delaying completions and squeezing margins”. elsewhere north korea’s firing of three missiles and japan’s dislike for the same join the market’s anxiety ahead of the today’s fed minutes seem to also weigh on the market’s optimism and probe the aud/usd pair.it’s worth noting that a pause in the us treasury yields’ fall around the monthly low near 2.70 also seems to probe the aud/usd buyers.on tuesday downbeat prints of the us housing data and repeated fedspeak in contrast to the hawkish comments from the ecb exerted downside pressure on the us dollar. however the australian dollar also couldn’t cheer the greenback’s weakness as may’s pmis from the pacific major also came in downbeat.amid these plays the s&p 500 futures rise half a percent after mixed closing on the wall street whereas the us 10-year treasury yields dropped the most in a week to refresh a one-month low of around 2.717.moving australia’s q1 2022 construction work done expected 1.0 versus the prior 0.4 may entertain aud/usd traders but major attention will be given to the us durable goods orders for april and fomc minutes.read fomc may minutes preview will the fed have to sell mbs?unless staying beyond the 0.7035-40 support confluence including the 21-dma and previous resistance line from april 05 aud/usd prices remain directed towards the monthly high of 0.7267.  ,"['aud/usd', 'slip', 'beneath', '0.7100', 'despite', 'rba', '’', 'ellis', 'signal', 'rate', 'hike', 'focus', 'feed', 'minutes']",bear,aud/usd,fivemin_counter
150,fxstreet,5,2022-05-25,US Dollar Index auctions below 102.00 ahead of FOMC minutes risk-on impulse active,the us dollar index dxy is looking to extend its losses after violating tuesday’s low at 101.65 as the soaring market mood has diminished the appeal of the safe-haven assets. the dxy is scaling sharply lower from the past eight trading sessions after failing to hold the 19-year high at 105.00. the weakness in the dxy is backed by the expectations of recession in the us amid an aggressive rate hike cycle.the market participants are expecting that the federal reserve fed has pulled the trigger of recession in the us while containing the inflation mess. the program of liquidity absorption from the market may force the corporate to stick to ultra-filtered investment avenues as the unavailability of dirt-cheap money will result in a restricted investment portfolio.fomc minutesthe show-stopper event on wednesday will be the release of the federal open market committee fomc minutes. it will be worth watching the strategic decision-making of fed policymakers behind the adaptation of the hawkish tone by fed chair jerome powell. also the fomc minutes will provide a clear picture of the economic condition of the us.key events this week durable goods orders initial jobless claims gross domestic product gdp core personal consumption expenditure pce and michigan consumer sentiment index csi.major events this week  fomc minutes european central bank ecb’s christine lagarde speech reserve bank of new zealand rbnz interest rate decision.  ,"['us', 'dollar', 'index', 'auction', '102.00', 'ahead', 'fomc', 'minutes', 'risk-on', 'impulse', 'active']",na,['usd'],fivemin_counter
151,fxstreet,5,2022-05-25,NZD/USD Price Analysis Bulls seeking a higher correction on weekly chart,as per the prior analysis nzd/usd price analysis bears break the neckline of h1 head and shoulders 0.6420 eyed the bears broke out of the h&s and moved in on the 0.6420s. the price has since reverted back to the upside to test daily resistance again ahead of the reserve bank of new zealand. the following analysis illustrates the recent price trajectory and how the schematics have played out across a number of time frames for a clear picture of the market's structures heading into the meeting. there is something for both the bulls and bears across the multi-time frame analysis.   from a weekly perspective there is room for a higher correction into the prior weekly swing lows that have a confluence with the 38.2 fibonacci retracement level near 0.6530.heading into the rbnz however the daily chart is worth taking into accountthere are prospects of a deeper correction to test the prior resistance at a 38.2 fibo of 0.6416. the move would also be filling in the wick of the prior day's trade which is a typical occurrence in clearing up some unfinished business on the 4-hour chart by the bears. the m-formation's neckline has offered resistance and the bears are taking over with the old resistance eyed to the aforementioned 0.6416  area. ,"['nzd/usd', 'price', 'analysis', 'bull', 'seek', 'higher', 'correction', 'weekly', 'chart']",bull,nzd/usd,fivemin_counter
152,fxstreet,5,2022-05-24,GBP/USD eyes to recapture 1.2600 on positive market mood FOMC eyed,the gbp/usd pair has rebounded gradually from a low of 1.2475 as positive market sentiment has underpinned the risk-sensitive currencies. the cable witnessed a steep fall on tuesday after failing to overstep the round level resistance of 1.2600. the asset was offered on tuesday amid poor s&p global purchase managers index pmi numbers. a severe underperformance was displayed on the economic data front by the uk as the services pmi landed at 51.8 vs. 57.3 as expected while the manufacturing pmi was recorded lower at 54.6 vs. 55.1 forecasts.meanwhile the us dollar index dxy is oscillating in a minor range of 101.74-101.79 in early tokyo after a two-day losing streak. the asset has displayed a bearish reversal after establishing below the crucial support of 102.35. failing to sustain at 19-year high levels of 105.00 the asset has surrendered more than 3 gains in the past eight trading sessions. the ihs markit reported an at par performance by the us on the pmi data front. the manufacturing pmi landed at 57.5 in line with the forecasts while the services pmi remained lower at 53.5.now investors are focusing on the release of the federal open market committee fomc minutes which will dictate the strategic development behind the announcement of the 50 basis points bps interest rate decision by the federal reserve fed.  ,"['gbp/usd', 'eye', 'recapture', '1.2600', 'positive', 'market', 'mood', 'fomc', 'eye']",na,gbp/usd,fivemin_counter
153,fxstreet,5,2022-05-24,Silver Price Analysis XAG/USD bulls eye monthly hurdle above $22.00 on crossing 21-DMA,silver xag/usd pierces the 21-dma while extending the previous day’s run-up to a fortnight high during wednesday’s asian session. that said the bright metal rises to $22.15 at the latest.not only a break of the short-term key moving average but bullish macd signals also underpin the upside bias for the commodity prices.that said a descending trend line from april 29 around $22.40 appears immediate key resistance for the quote to cross.following that a run-up towards the $23.00 threshold and late april swing high close to $23.60 can’t be ruled out.however an area comprising the 50-dma and the 100-dma around $23.70-80 appears a tough nut to crack for the xag/usd bulls afterward.on the contrary pullback moves may have to defy the dma breakout around $22.00 by the press time to direct silver prices towards a two-week-long horizontal rea near $21.20-10.in a case where the metal remains weak past $21.10 also conquers the $21.00 threshold it can plummet to the $20.00 psychological magnet.trend further upside expected  ,"['silver', 'price', 'analysis', 'xag/usd', 'bull', 'eye', 'monthly', 'hurdle', '$', '22.00', 'cross', '21-dma']",bear,[],fivemin_counter
154,fxstreet,6,2022-05-24,New Zealand 10-year Treasury yields renew five-week low under 3.45 ahead of RBNZ,new zealand nz markets remain cautious ahead of the key reserve bank of new zealand rbnz interest rate decision up for publishing at 0200 am gmt on wednesday.while portraying the mood the benchmark 10-year treasury yields drop to the lowest level since april 18 down 0.30 around 3.443 at the latest. on the same line is new zealand’s key equity index nzx 50 which extends the previous day’s losses down 0.11 intraday by the press time.the reason for the latest pessimism in the market despite the widely anticipated rate hike of 50 basis points bps to the official cash rate ocr of 1.5 could be linked to the recently downbeat nz q1 2022 retail sales.it’s worth noting that the mostly priced-in rate hike gives rise to a view that any disappointment either via softer rate action or from the rate statement will have larger repercussions.read reserve bank of new zealand preview will they step up their tightening game?,"['new', 'zealand', '10-year', 'treasury', 'yield', 'renew', 'five-week', 'low', '3.45', 'ahead', 'rbnz']",bear,['nzd'],fivemin_counter
155,fxstreet,6,2022-05-24,USD/CAD Price Analysis Keeps bounce off 1.2770 key support,usd/cad defends the bounce off the 1.2770 key support taking rounds to 1.2815-20 during wednesday’s asian session. in doing so the loonie pair seesaws between the 100-sma and 200-sma amid steady rsi conditions.hence the quote is likely to remain sidelined until either breaking the 100-sma level of 1.2880 or the 1.2770 support confluence including the 200-sma together with the one-month-old ascending trend line and 50 fibonacci retracement of april 21 to may 12 upside.even if the usd/cad prices manage to cross the 110-pip trading range a three-week-old horizontal area and 61.8 fibo. will challenge the momentum around 1.2920 and 1.2685 in that order.it’s worth noting that the quote’s moves past the aforementioned range are likely to create havoc.that said the nearly two-week-long consolidation of gains and the recent us dollar weakness suggest short-term favor to the bears. however a clear downside break of the 1.2685 support seems less likely.on the contrary an upside break of the 1.2920 hurdle won’t hesitate to renew the monthly peak around 1.3080 by the press time.trend sideways  ,"['usd/cad', 'price', 'analysis', 'keep', 'bounce', '1.2770', 'key', 'support']",na,usd/cad,fivemin_counter
156,fxstreet,6,2022-05-24,USD/JPY Price Analysis H&S breakdown cheers yen bulls 125.00 eyed,the usd/jpy pair is attempting a pullback towards the round-level resistance of 127.00 after a vertical downside move to a low of 126.48 on tuesday. the pair witnessed a steep fall on tuesday after slipping below a two-day low of 127.09. an imbalance move from the previous auction area of 127.09-128.32 has dampened the demand for the greenback.a breakdown of the head and shoulder chart pattern on an hourly scale is underpinning the japanese yen against the greenback. the breakdown of an h&s pattern denotes a prolonged inventory distribution from institutional investors to retain participants. a decisive slippage below the round level support of 127.00 has marked the trigger of the h&s breakdown.the death cross represented by the 50and 200-period exponential moving averages emas at 130.00 is signaling a confirmed bearish bias in the counter.meanwhile a range shift has been displayed by the relative strength index rsi 14 from 40.00-60.00 to the bearish range of 20.00-40.00 which advocates more downside.investors should attempt shorts after a pullback towards the 50-ema at 127.38 for a downside move to tuesday’s low at 126.48 followed by the round-level support at 125.00.alternatively the greenback bulls could regain strength if the asset oversteps thursday’s high at 128.95 which will drive the asset towards may 17 high at 129.78. a breach of the latter will expose the asset to recapture its multi-year high at 131.28.    ,"['usd/jpy', 'price', 'analysis', 'h', '&', 'breakdown', 'cheer', 'yen', 'bull', '125.00', 'eye']",na,usd/jpy,fivemin_counter
157,fxstreet,6,2022-05-24,US Japan flash mixed signals on North Korea missile launches,early wednesday morning in asia reuters conveyed three ballistic missile launches from north korea after us president joe biden left the region following a trip in which he agreed to boost measures to deter the nuclear-armed state. “south korea's joint chiefs of staff said the three ballistic missile launches were fired in the space of less than an hour from the sunan area of the north's capital pyongyang” the news adds.the north korean act was in direct violation of the us and south korea's warning to the hermit kingdom as the news mentioned “us and south korean officials had warned that north korea appeared ready for a weapons test possibly during biden's visit.”however us military said per reuters “we aware of multiple north korean missile launches but they are not a direct threat to us soldiers territory or allies.”on the contrary japan's defense minister nobuo kishi stated that north korean missile launches are unacceptable.although the geopolitical threats from north korea are less important for now considering the russia-ukraine crisis and growth fears s&p 500 futures paused the day-start advance around 3960 up 0.40 intraday following the news.,"['us', 'japan', 'flash', 'mix', 'signal', 'north', 'korea', 'missile', 'launch']",na,['usd'],fivemin_counter
158,fxstreet,6,2022-05-24,USD/CHF Price Analysis Buyers to step in around 0.9550 after falling from YTD highs,the usd/chf continues its free-fall courtesy of a softer greenback amidst investors’ negative mood which caused global equities to fall and the buck to lose the 102.000 mark. at the time of writing the usd/chf is trading at 0.9605 recording minimal gains of 0.13 as the asian session begins.on tuesday the market sentiment remained sour throughout the day. us equities finished with losses except for the dow jones. the us dollar index a gauge of the greenback’s value vs. a basket of peers edged lower recording a fresh four-week low at around 101.768 down so far in the week almost 1.30.tuesday’s session left the usd/chf trading above the 50-day moving average dma at 0.9558. it’s worth noting that the confluence of bollinger’s band lower band with the previously-mentioned moving average is a zone that could find some buyers stepping in as the greenback remains in an uptrend. nevertheless the two-week pullback weighed on the usd/chf which has fallen almost 500 pips from the ytd high at the parity however the rsi albeit in bearish territory begins to aim higher meaning the major might consolidate before resuming upwards/downwards.upwards the usd/chf first resistance would be the 0.9700 mark. if usd/chf bulls reclaim the aforementioned a re-test of the 20-dma at 0.9823 is on the cards but firstly a break above the 0.9800 mark is needed before extending the pair’s rally.on the flip side the usd/chf first support would be 0.9600. break below would expose the confluence of the 50-dma and bollinger’s band lower band around 0.9558. once cleared the next demand zone would be march 16 0.9533 daily high.  ,"['usd/chf', 'price', 'analysis', 'buyers', 'step', 'around', '0.9550', 'fall', 'ytd', 'highs']",bear,usd/chf,fivemin_counter
159,fxstreet,6,2022-05-24,AUD/NZD edges higher past 1.1000 on mixed clues RBNZ Interest Rate Decision eyed,aud/nzd renews intraday high around 1.01015 as it battles the key hurdle after bouncing off a fortnight low the previous day. that said the cross-currency pair cheers mildly optimistic market sentiment ahead of the reserve bank of new zealand rbnz interest rate decision.global markets began the week on firmer footing before portraying a risk-off day on tuesday recently picking pace again as traders seek confirmations of mixed signals from the major central banks amid inflation growth fears. even so softer yields and the us dollar seem to underpin the run-up in antipodeans. it’s worth noting that the new zealand dollar nzd seems to have been weighed down of late despite hawkish expectations from today’s rbnz as the widely anticipated 50 bps rate hike is likely already priced-in.also weighing on the aud/nzd prices could be the recent comments from china suggesting more stimulus and efforts tame covid as the nation struggles to justify growth potential.  additionally a more disappointing outcome of the new zealand q1 retail sales -0.5 qoq versus 8.3 prior compared to the slightly softer aussie pmis also weighs on the quote.against this backdrop the s&p 500 futures rise half a percent after mixed closing on the wall street whereas the us 10-year treasury yields dropped the most in a week to refresh a one-month low of around 2.717.looking forward comments from rba assistant governor economic luci ellis could offer intermediate clues to the aud/nzd traders ahead of the key rbnz.read reserve bank of new zealand preview will they step up their tightening game?aud/nzd bounces off a 10-week-old ascending trend line around 1.0985 to challenge the weekly resistance line and the 21-dma near 1.1015.  ,"['aud/nzd', 'edge', 'higher', 'past', '1.1000', 'mix', 'clue', 'rbnz', 'interest', 'rate', 'decision', 'eye']",bull,aud/nzd,fivemin_counter
160,fxstreet,6,2022-05-24,EUR/USD clings to monthly top above 1.0700 ahead of ECB’s Lagarde FOMC Minutes,eur/usd dribbles around a one-month high after rising for the last two consecutive days to wednesday’s asian morning as the us dollar selling pauses ahead of the key catalyst as well as amid a risk-off mood. that said the major currency pair seesaws around 1.0730-35 by the press time.fears of slowing housing growth and hawkish comments from the european central bank ecb officials could be termed as the key factors that recently propelled the eur/usd prices. on the same line were the repetitive fedspeak and an absence of impressive data from elsewhere. it’s worth noting that the risk-aversion couldn’t lift the us dollar on downbeat treasury yields ahead of today’s minutes of the latest federal open market committee fomc.us new home sales for april marked the biggest monthly fall in nine years with 16.6 mom figures and sparked concerns over the growth of the world’s largest economy especially at the time when inflation fears are mounting. the same weighed down the us treasury yields and the us dollar index dxy as fed policymakers keep repeating the 50 bps rate hike concerns. it’s worth noting that the us preliminary activity numbers for may also came in softer and exerted additional downside pressure on the greenback.that said the us 10-year treasury yields dropped the most in a week to refresh a one-month low around 2.717 while the dxy extended the week-start fall towards late april bottom near 101.70. elsewhere the wall street benchmarks closed mixed after an initially downbeat performance.not only the usd weakness but the economic optimism among the european policymakers and upbeat data from germany also weighed on the eur/usd prices. on tuesday the european central bank ecb president christine lagarde joined vice president of the european commission valdis dombrovskis to portray the economic resilience of the bloc. further german pmi was firmer for may while the eurozone numbers were softer-than-expected. it should be noted that some of the ecb policymakers have recently spread direct comments on the 50 bps rate hike in july and offered notable strength to the euro.that said the eur/usd traders may pay attention to the qualitative catalysts ahead of the european morning and hence a risk-off mood may consolidate some of the pair’s latest gains. however german gfk sentiment figures gdp data and a speech from ecb president lagarde will be crucial to watch afterward. following that the us durable goods orders for april and fomc minutes will be important. should the us data keep coming softer the eur/usd pair will justify the technical breakout to please buyers.read fomc may minutes preview will the fed have to sell mbs?a daily closing beyond the previous support line from early march around 1.0710 directs eur/usd prices towards the 50-sma hurdle surrounding 1.0765 ahead of challenging a downward sloping resistance line from february near 1.0845.  ,"['eur/usd', 'cling', 'monthly', 'top', '1.0700', 'ahead', 'ecb', '’', 'lagarde', 'fomc', 'minutes']",na,eur/usd,fivemin_counter
161,fxstreet,6,2022-05-24,AUD/USD stabilizes above 0.7100 ahead of FOMC minutes,the aud/usd pair has surpassed 0.7110 as investors are awaiting the release of the federal open market committee fomc minutes on wednesday. the pair struggled to surpass 0.7120 on tuesday and is attempting to elevate itself above the fortnight high at 0.7127.the asset prices on tuesday were mostly dictated by the global purchase manager index pmi numbers. the antipodean reported the manufacturing pmi at 55.3 significantly lower than the estimates of 57.8 and the prior print of 58.8 while services pmi landed at 53 higher than the forecasts of 52.2 but lower than the prior release of 53.5.while the us manufacturing pmi remained in line with the estimates of 57.5 and service pmi tumbled to 53.5 against the expectation of 55.2.going forward the market participants will focus on the release of the fomc minutes. the fomc minutes will dictate the ideology of federal reserve fed policymakers behind the announcement of 50 basis points bps interest rate hike. also the guidance on the upcoming monetary policy meetings will be meaningful to watch.apart from the fomc minutes the us durable goods data hold significant importance. the us census bureau is expected to report the monthly durable goods orders at 0.6 against the prior print of 1.1. also the core durable goods orders that exclude defense goods are expected to land at 0 vs. 1.4 reported earlier.    ,"['aud/usd', 'stabilize', '0.7100', 'ahead', 'fomc', 'minutes']",na,aud/usd,fivemin_counter
162,fxstreet,6,2022-05-24,GBP/JPY Price Analysis Plummets from weekly highs eyeing the 100-DMA at 158.23,risk-aversion is back for the second consecutive trading day in the week and weighs on the gbp/jpy which plummets 200 pips as the north american session winds down. at the time of writing the gbp/jpy is trading at 159.03.sentiment remains sour due to us federal reserve tightening monetary conditions as the central bank scrambles to bring inflation down. us s&p global pmis showed mixed readings but investors’ concerns about a difficult us economic scenario cloud the outlook. meanwhile market players sought safe-haven protection and sold off assets that had the risk word attached to them.on tuesday the gbp/jpy opened near the daily highs at 160.98 and tumbled shy of a solid supply zone around 160.01-41. initially the cross stabilized around the 160.30-60 area. however once it broke below an upslope trendline near 160.50 it exerted further downward pressure until it broke below 160.02 accelerating the downtrend and reaching a fresh weekly low at 157.99.once tuesday’s trading session is in the rearview mirror the gbp/jpy shifted neutral-downward biased as shown by the daily chart. despite the long-term daily moving averages dmas residing below the exchange rate price action in the 1-hour chart depicts a successive series of lower highs lh and lower lows ll. hence a downward move towards the previously tested 157.99 weekly low is on the cards.that said the gbp/jpy first support would be may 19 swing low at 158.75. break below would expose the may 24 daily low at 157.99 followed by the may 16 swing low at 157.42.  ,"['gbp/jpy', 'price', 'analysis', 'plummet', 'weekly', 'highs', 'eye', '100-dma', '158.23']",bear,gbp/jpy,fivemin_counter
163,fxstreet,6,2022-05-24,Gold Price Forecast XAU/USD bulls stay on top but bears lurking at daily resistance,the gold price has been moving higher on tuesday as the us dollar gave way to the bears yet again sliding to a one-month low following hawkish rhetoric from the european central bank president christine lagarde. the governor said the eurozone interest rates will likely be in positive territory by the end of the third quarter. consequently the markets moved out of the greenback and spread the demand across its rivals.against a basket of other major currencies dxy the dollar was down 0.362 at 101.646 its lowest since april 25. the greenback also weakened further after data showed us business activity slowed moderately in may. s&p global said its flash us composite pmi output index which tracks the manufacturing and services sectors showed the pace of growth was the slowest in four months. us new-home sales also slowed to a 591000 annual rate in april from a downwardly revised 709000 rate in march below the 749000-rate expected.additionally negativity returned to risk markets and major equity market indexes ended mixed tuesday as snap snap said it expects second-quarter revenue to miss its own guidance. the dow jones industrial average managed to end 0.2 higher at 31928.62. the s&p 500 declined 0.8 to 3941.48 while the tech-heavy nasdaq composite fell by 2.4 to 11264.45. investors moved into bonds instead and this sent the us 10-year yield lower by 10.1 basis points to 2.76 after reaching its lowest intraday level since mid-april earlier in the session.''gold traders are increasingly questioning the fed's willingness to hike into a recession as growing economic concern is breathing life into the gold market. upside flow from ctas along with renewed growth in etfs have supported the recovery'' analysts at td securities argued.''in turn the improving momentum has seen the nearest trigger within trend-following models flip toward further upside should prices break north of $1900/oz rather than a whipsaw lower. nonetheless the recovery in the yellow metal is still on shaky ground as fed chair powell signalled a willingness to sacrifice some economic growth in an effort to tame inflation suggesting the fed is comfortable with more pain before taking the foot off the break which should ultimately still weigh on precious metals.''gold is trapped between daily support and resistance still but is making headway.  however the w-formation is a reversion pattern that could leave the price trapped in the sideways channel for the days ahead. if however there is a break one way or the other of the current support and resistance then the price imbalances to $1883 on the upside and $1780 to the downside could be mitigated. ,"['gold', 'price', 'forecast', 'xau/usd', 'bull', 'stay', 'top', 'bear', 'lurk', 'daily', 'resistance']",na,[],fivemin_counter
164,fxstreet,6,2022-05-24,WTI balances below $110.00 on quiet global PMI performance demand worries renew,west texas intermediate futures on nymex is oscillating in a narrow range of $109.00-109.72 in the asian session after an unexpected jump in oil inventories reported by the american petroleum institute api. the weekly oil stockpiles rose to 0.567 million barrels against the previous figure of -2.445 million barrels.a general underperformance reported in the global purchase managers index pmi economic data by various nations has raised concerns over the demand of oil on a broad basis. the us manufacturing pmi remained similar to consensus at 57.5 but lower than the previous release. europe’s manufacturing pmi landed lower at 54.4 than estimates and prior print. also the uk’s manufacturing pmi remained lower at 54.6 than forecasts and former figures. therefore a general underperformance in the economic activities by developed nations has showcased a plunge in the aggregate demand and henceforth the demand for fossil fuels.going forward oil bulls may get a sigh of relief as shanghai is reopening after two-month severe lockdown restrictions to contain the spread of covid-19. it is worth noting that china is the leading importer of oil and the reopening of shanghai may spurt the oil demand going forward. apart from that the upcoming us summer season is expected to increase the demand of fossil fuels.meanwhile europe has not reached any meaningful decision regarding the embargo on russian oil imports as hungary is continuously opposing the sudden russian oil ban to safeguard itself against the prompt supply shock.  ,"['wti', 'balance', '$', '110.00', 'quiet', 'global', 'pmi', 'performance', 'demand', 'worry', 'renew']",bull,[],fivemin_counter
165,fxstreet,6,2022-05-24,NZD/USD can't catch a break ahead of the RBNZ,nzd/usd is down some 0.12 into the close on wall street in what has been a day of little activity for the pair bounded by support and resistance changing hands between 0.6423 and 0.6468 ahead of the reserve bank of new zealand. ''equities and bond yields are also lower in the us and general market volatility remains high and as with last time the mps will be held against a backdrop of fragile global markets'' analysts at anz bank explained. ''that does mean it has to compete with other factors for impact but with fears of a hard landing at the core of what’s eating away at risk sentiment as we’ve been saying for a while if the rbnz can strike the right balance between “we’ve got this” on inflation while signalling that it is cognisant of recession risks not an easy job while also preserving optionality that’d likely be positive for the kiwi.'' as for the greenback the us dollar index has been on the backfoot and it hit nearly a one-month low while european central bank president christine lagarde said eurozone interest rates will likely be in positive territory by the end of the third quarter. the markets are starting to price in a higher interest rate regime around other central banks which is stripping the greenback of some demand. against a basket of other major currencies dxy the dollar was down to 101.646 its lowest level since april 25.reuters reports that the greenback weakened further after data showed us business activity slowed in may as higher prices cooled demand for services while renewed supply constraints because of covid-19 lockdowns in china and the war in ukraine hampered production at factories.''s&p global said its flash u.s. composite pmi output index which tracks the manufacturing and services sectors showed the pace of growth was the slowest in four months.''   ,"['nzd/usd', 'ca', ""n't"", 'catch', 'break', 'ahead', 'rbnz']",na,nzd/usd,fivemin_counter
